SAMPNO	PERNO	PLANO	LOCATION_TYPE	LOCATION_ID	MODE	TRIPDUR	ACTDUR
8096922	1	2	Home	11	3	3	49
8096922	1	3	Work	21	3	4	288
8096922	1	4	Home	11	3	5	74
8096922	1	5	Other	41	3	16	38
8096922	1	6	Other	41	1	0	2
8096922	1	7	Home	11	3	17	207
8098484	2	1	Other	42	1	0	18
8098484	2	2	Other	42	1	3	4
8098484	2	3	Other	42	1	1	5
8098484	2	4	Other	42	1	0	6
8098484	2	5	Other	42	1	0	9
8098484	2	6	Other	42	1	1	3
8098484	2	7	Other	42	1	3	10
8098484	2	8	Other	42	1	1	12
8098484	2	9	Other	42	1	1	5
8098484	2	10	Other	42	1	1	12
8098484	2	11	Other	42	1	1	15
8098484	2	12	Other	42	1	0	2
8098484	2	13	Other	42	1	0	126
8098484	2	14	Other	42	1	0	10
8098484	2	15	Other	42	3	6	8
8098484	2	16	Other	42	3	15	8
8098484	2	17	Home	12	1	1	14
8098484	2	18	Home	12	1	1	8
8098484	2	19	Home	12	1	1	3
8098484	2	20	Home	12	1	0	8
8098484	2	21	Home	12	1	1	4
8098484	2	22	Home	12	1	0	39
8098862	1	1	Other	41	1	9	0
8098862	1	2	Other	41	5	12	0
8098862	1	3	Other	41	1	0	6
8098862	1	4	Other	41	5	7	4
8098862	1	5	Other	41	1	0	2
8098862	1	6	Other	41	1	0	4
8098862	1	7	Work	21	5	3	598
8098862	1	8	Home	11	3	28	359
8098862	2	1	Other	42	3	15	652
8098862	2	2	Other	42	3	8	0
8098862	2	3	Home	12	3	19	359
8099023	1	1	Home	11	3	40	448
8099863	1	1	Other	41	1	0	688
8099863	1	2	Home	11	3	4	269
8100098	1	1	Other	41	1	13	5
8100098	1	2	Other	41	1	0	4
8100098	1	3	Other	41	1	1	395
8100098	2	1	Other	42	1	12	6
8100098	2	2	Work	22	1	7	232
8100098	2	3	Other	42	1	8	1014
8100098	2	4	Work	22	1	15	134
8100098	2	5	Work	22	1	17	239
8100098	2	6	Other	42	1	14	2
8100098	2	7	Work	22	1	12	1292
8100098	2	8	Other	42	1	17	8282
8100098	2	9	Home	12	1	17	38
8100098	2	10	Work	22	1	15	139
8100098	2	11	Other	42	1	18	2
8100098	2	12	Work	22	1	9	416
8100098	2	13	Other	42	1	13	59
8100098	2	14	Other	42	1	17	5062
8100098	2	15	Work	22	1	16	131
8100098	2	16	Other	42	1	13	4
8100098	2	17	Work	22	1	14	1283
8100098	2	18	Work	22	1	15	494
8100098	2	19	Other	42	1	16	2322
8100098	2	20	Work	22	1	15	3
8100098	2	21	Work	22	1	0	1387
8100098	2	22	Work	22	1	15	3217
8100098	2	23	Other	42	1	15	45
8100098	2	24	Other	42	1	0	1076
8100098	2	25	Other	42	1	0	10071
8100098	2	26	Work	22	1	18	4290
8100098	2	27	Other	42	1	13	44
8100098	2	28	Other	42	1	30	2
8100098	2	29	Other	42	1	0	1368
8100098	2	30	Other	42	1	0	4
8100098	2	31	Other	42	1	3	4
8100098	2	32	Work	22	1	5	4298
8100098	2	33	Work	22	1	17	942
8100392	1	1	Other	41	3	15	9
8100392	1	2	Home	11	1	0	87
8100392	1	3	Other	41	3	8	78
8100392	1	4	Home	11	3	8	346
8101097	1	1	Work	21	3	36	573
8101097	1	2	Home	11	3	27	1
8101097	1	3	Home	11	3	2	323
8101142	1	1	Work	21	3	22	192
8101142	1	2	Other	41	3	10	2
8101142	1	3	Other	41	3	9	11
8101142	1	4	Work	21	3	18	70
8101142	1	5	Other	41	3	9	12
8101142	1	6	Home	11	3	22	540
8101946	1	1	Home	11	1	0	3
8101946	1	2	Home	11	1	2	8
8101946	1	3	Other	41	1	2	2
8101946	1	4	Other	41	3	17	4
8101946	1	5	Other	41	1	1	16
8101946	1	6	Other	41	3	12	74
8101946	1	7	Other	41	1	3	143
8101946	1	8	Other	41	3	12	7
8101946	1	9	Other	41	1	1	3
8101946	1	10	Other	41	1	0	4
8101946	1	11	Other	41	3	6	108
8102166	1	1	Other	41	3	15	541
8102166	1	2	Other	41	1	3	385
8103024	2	1	Other	42	3	6	3
8103024	2	2	Other	42	1	0	4
8103024	2	3	Other	42	1	0	5
8103024	2	4	Other	42	3	3	6
8103024	2	5	Other	42	3	1	26
8103024	2	6	Other	42	3	3	6
8103024	2	7	Home	12	1	0	63
8103024	2	8	Home	12	1	0	14
8103024	2	9	Other	42	1	1	16
8103024	2	10	Other	42	1	0	4
8103024	2	11	Other	42	1	1	7
8103024	2	12	Other	42	1	0	2
8103024	2	13	Other	42	1	0	23
8103024	2	14	Home	12	1	0	36
8103024	2	15	Other	42	3	4	42
8103024	2	16	Home	12	3	4	393
8103145	1	1	Other	41	1	6	1
8103145	1	2	Work	21	5	7	1
8103145	1	3	Work	21	1	0	226
8103145	1	4	Other	41	5	3	1
8103145	1	5	Other	41	1	2	46
8103145	1	6	Other	41	1	2	2
8103145	1	7	Work	21	5	5	0
8103145	1	8	Work	21	1	1	238
8103145	1	9	Other	41	5	8	0
8103145	1	10	Home	11	1	6	213
8103145	1	11	Home	11	1	4	27
8103145	1	12	Home	11	1	4	127
8103366	1	1	Other	41	3	12	45
8103366	1	2	Other	41	3	15	86
8103366	1	3	Home	11	3	6	100
8103366	1	4	Other	41	3	7	124
8103366	1	5	Home	11	3	6	16
8103366	1	6	Home	11	1	6	137
8103452	1	1	Work	21	1	15	432
8103452	1	2	Other	41	1	13	16
8103452	1	3	Work	21	1	13	408
8103452	2	1	Work	22	3	16	360
8103452	2	2	Other	42	1	0	3
8103452	2	3	Other	42	1	6	1
8103452	2	4	Other	42	1	3	2
8103452	2	5	Work	22	3	14	509
8103455	1	1	Work	21	3	7	0
8103455	1	2	Work	21	1	1	6
8103455	1	3	Work	21	1	2	81
8103455	1	4	Work	21	1	1	0
8103455	1	5	Home	11	3	6	0
8103455	1	6	Home	11	1	3	3
8103455	1	7	Home	11	1	2	18
8103455	1	8	Home	11	1	1	49
8103455	1	9	Work	21	3	7	148
8103455	1	10	Other	41	3	9	10
8103455	1	11	Home	11	3	3	69
8103455	1	12	Other	41	3	15	18
8103455	1	13	Other	41	1	0	1
8103455	1	14	Home	11	3	25	93
8103455	1	15	Other	41	1	4	5
8103455	1	16	Home	11	1	1	2
8103455	1	17	Home	11	1	2	391
8103578	1	1	Work	21	3	10	14
8103578	1	2	Other	41	3	15	6
8103578	1	3	Other	41	1	1	91
8103578	1	4	Other	41	3	7	39
8103578	1	5	Other	41	3	12	38
8103578	1	6	Other	41	3	3	14
8103578	1	7	Other	41	3	4	0
8103578	1	8	Other	41	3	3	40
8103578	1	9	Work	21	3	11	203
8103578	1	10	Home	11	3	15	433
8103634	1	1	Other	41	1	0	6
8103634	1	2	Other	41	1	0	16
8103634	1	3	Other	41	1	0	22
8103634	1	4	Work	21	1	1	4
8103634	1	5	Work	21	1	0	492
8103634	1	6	Other	41	1	0	405
8103809	2	1	Work	22	3	15	502
8103809	2	2	Home	12	3	15	417
8104754	1	1	Other	41	3	4	9
8104754	1	2	Other	41	3	6	569
8104754	1	3	Home	11	3	8	18
8104754	1	4	Other	41	3	3	53
8104754	1	5	Home	11	3	4	390
8106206	1	1	Work	21	3	15	495
8106206	1	2	Home	11	3	13	15088
8106206	1	3	Home	11	1	0	67
8106206	1	4	Other	41	1	0	668
8106609	1	1	Other	41	1	2	44
8106609	1	2	Other	41	1	0	2
8106609	1	3	Other	41	1	0	5
8106609	1	4	Other	41	1	0	14
8106609	1	5	Other	41	1	1	482
8106609	1	6	Other	41	1	0	8
8106609	1	7	Other	41	1	0	395
8107091	2	1	Other	42	3	9	7
8107091	2	2	Home	12	3	8	98
8107091	2	3	Other	42	3	24	234
8107091	2	4	School	3	3	3	14
8107091	2	5	Home	12	3	16	141
8107868	2	1	Home	12	1	6	33
8107868	2	2	Other	42	3	16	12
8107868	2	3	Other	42	3	2	331
8107868	2	4	Other	42	1	5	2
8107868	2	5	Other	42	1	3	620
8107945	1	1	Other	41	1	4	22
8107945	1	2	Other	41	1	2	637
8107965	1	1	Other	41	3	6	103
8107965	1	2	Other	41	1	0	154
8107965	1	3	Other	41	1	1	593
8107968	1	1	Other	41	3	0	513
8108397	1	1	Other	41	3	5	10
8108397	1	2	Work	21	3	8	44
8108397	1	3	Other	41	3	3	50
8108397	1	4	Work	21	3	1	49
8108397	1	5	Other	41	3	15	82
8108397	1	6	Work	21	3	14	168
8108397	1	7	Home	11	3	12	146
8108397	1	8	Other	41	3	22	98
8108397	1	9	Home	11	3	16	162
8108397	2	1	Other	42	3	10	489
8108397	2	2	Home	12	3	8	203
8108397	2	3	Other	42	3	22	98
8108397	2	4	Home	12	3	16	162
8109244	1	1	Work	21	3	20	609
8109244	1	2	Other	41	1	0	23
8109244	1	3	Other	41	3	12	77
8109244	1	4	Other	41	3	9	5
8109244	1	5	Home	11	3	4	335
8109699	1	1	Other	41	1	0	1111
8109988	1	1	Other	41	3	7	378
8109988	1	2	Other	41	3	5	10
8109988	1	3	Home	11	3	15	177
8109988	1	4	Other	41	3	8	290
8109988	2	1	Other	42	3	16	17
8109988	2	2	Other	42	1	5	66
8109988	2	3	Other	42	3	15	16
8109988	2	4	Home	12	1	0	16
8109988	2	5	Other	42	3	4	10
8109988	2	6	Other	42	1	0	33
8109988	2	7	Other	42	3	15	16
8109988	2	8	Other	42	1	0	48
8109988	2	9	Other	42	3	15	11
8109988	2	10	Other	42	1	0	13
8109988	2	11	Other	42	3	15	13
8109988	2	12	Other	42	1	1	599
8110155	1	1	Other	41	3	14	78
8110155	1	2	Home	11	3	4	676
8110806	1	1	Other	41	3	15	122
8110806	1	2	Other	41	3	16	9
8110806	1	3	Home	11	3	8	101
8110806	1	4	Other	41	3	8	9
8110806	1	5	Home	11	3	6	589
8111056	1	1	Other	41	3	4	4
8111056	1	2	Home	11	3	4	185
8111056	1	3	Other	41	3	4	76
8111056	1	4	Other	41	3	6	27
8111056	1	5	Home	11	3	8	318
8113249	1	1	Other	41	3	9	19
8113249	1	2	Home	11	3	4	307
8113720	1	1	Other	41	3	2	0
8113720	1	2	Other	41	3	9	0
8113720	1	3	Home	11	3	10	100
8113720	1	4	Other	41	3	3	258
8114018	1	1	Other	41	3	5	46
8114018	1	2	Home	11	3	15	5
8114018	1	3	Home	11	1	0	199
8115061	2	1	Other	42	3	13	360
8115061	2	2	Other	42	3	14	26
8115061	2	3	Other	42	3	3	0
8115061	2	4	Other	42	3	10	14
8115061	2	5	Work	22	3	10	217
8115061	2	6	Other	42	3	7	18
8115061	2	7	Home	12	3	14	356
8115175	3	1	Other	43	3	9	694
8115175	3	2	Other	43	3	4	293
8115572	1	1	Other	41	3	15	157
8115572	1	2	Other	41	3	0	66
8115572	1	3	Other	41	3	9	47
8115572	1	4	Other	41	3	8	321
8115572	1	5	Other	41	3	15	327
8115572	2	1	Other	42	3	3	21
8115572	2	2	Home	12	3	5	62
8115572	2	3	Other	42	3	3	13
8115572	2	4	Home	12	3	3	331
8115572	2	5	Other	42	3	4	3
8115572	2	6	Home	12	3	5	23
8115572	2	7	Other	42	3	12	46
8115572	2	8	Other	42	3	5	31
8115572	2	9	Home	12	3	13	350
8117167	1	1	Other	41	3	19	233
8117167	1	2	Other	41	3	10	128
8117167	1	3	Other	41	3	18	1
8117167	1	4	Other	41	3	0	3
8117167	1	5	Other	41	3	13	4
8117167	1	6	Home	11	3	5	512
8117723	2	1	Other	42	3	28	404
8118047	2	1	Other	42	3	18	7
8118047	2	2	Work	22	3	8	124
8118047	2	3	Work	22	1	11	491
8118047	2	4	Other	42	3	15	11
8118047	2	5	Home	12	1	0	377
8118383	2	1	Other	42	3	16	1010
8118417	2	1	Other	42	3	3	6
8118417	2	2	Other	42	3	4	0
8118417	2	3	Home	12	3	3	200
8118417	2	4	Work	22	3	16	644
8118417	2	5	Other	42	3	6	0
8118417	2	6	Other	42	3	7	93
8118417	2	7	Other	42	3	6	21
8118417	2	8	Home	12	1	0	1318
8118518	1	1	Work	21	3	11	380
8118518	1	2	Other	41	3	15	108
8118518	1	3	Work	21	3	22	44
8118518	1	4	Home	11	3	15	24
8118518	1	5	Other	41	3	8	5
8118518	1	6	Other	41	3	4	3
8118518	1	7	Home	11	3	7	407
8119375	1	1	Work	21	1	0	96
8119375	1	2	Other	41	3	11	1
8119375	1	3	Other	41	1	0	59
8119375	1	4	Work	21	3	8	493
8119375	1	5	Home	11	3	17	126
8120036	1	1	Work	21	4	67	616
8120036	1	2	Other	41	1	0	329
8120724	1	1	Other	41	3	13	82
8120724	1	2	Home	11	3	10	156
8120870	2	1	Other	42	3	15	21
8120870	2	2	Work	22	1	0	75
8120870	2	3	Other	42	3	19	113
8120870	2	4	Other	42	3	4	59
8120870	2	5	Work	22	3	22	598
8121403	1	1	Other	41	3	6	687
8121636	1	1	Work	21	1	4	207
8121636	1	2	Other	41	1	7	24
8121636	1	3	Other	41	1	3	705
8121636	2	1	Work	22	3	11	339
8121636	2	2	Work	22	3	7	4
8121636	2	3	Work	22	3	1	241
8121636	2	4	Home	12	3	11	4
8121636	2	5	Home	12	3	2	392
8121724	2	1	Home	12	1	1	514
8121724	2	2	Other	42	3	15	709
8121724	2	3	Other	42	3	13	55
8121724	2	4	Other	42	3	5	320
8122191	1	1	Other	41	3	4	6
8122191	1	2	Other	41	5	15	32
8122191	1	3	Work	21	1	0	640
8122191	1	4	Home	11	3	5	378
8123516	1	1	Work	21	1	4	257
8123516	1	2	Home	11	1	3	26
8123516	1	3	Work	21	1	3	14
8123516	1	4	Other	41	3	7	750
8123850	1	1	Other	41	3	3	18
8123850	1	2	Home	11	3	7	1
8123850	1	3	Other	41	3	7	158
8123850	1	4	Other	41	3	7	2
8123850	1	5	Home	11	3	3	70
8123850	1	6	Other	41	3	10	160
8123850	1	7	Home	11	3	6	437
8124799	1	1	Other	41	1	18	501
8124799	1	2	Home	11	1	0	71
8124799	1	3	Other	41	3	12	1
8124799	1	4	Other	41	3	9	87
8124799	1	5	Other	41	3	13	24
8124799	1	6	Home	11	3	13	157
8124939	1	1	Home	11	3	12	373
8125424	2	1	Home	12	3	6	150
8125487	1	1	Other	41	3	8	6
8125487	1	2	Other	41	1	4	30
8125487	1	3	Other	41	3	6	4
8125487	1	4	Other	41	3	5	15
8125487	1	5	Other	41	3	4	21
8125487	1	6	Home	11	3	12	617
8126211	1	1	Other	41	3	13	12
8126211	1	2	Work	21	3	9	803
8126226	1	1	Other	41	1	16	19
8126226	1	2	Home	11	1	3	337
8126645	1	1	Other	41	3	30	114
8126645	1	2	Other	41	3	10	27
8126645	1	3	Other	41	3	0	332
8126645	1	4	Other	41	3	15	321
8126811	1	1	Other	41	3	12	105
8126811	1	2	Other	41	3	7	3
8126811	1	3	Other	41	3	5	38
8126811	1	4	Other	41	1	0	151
8126811	1	5	Other	41	3	15	48
8126811	1	6	Home	11	1	1	114
8126811	1	7	Other	41	3	2	3
8126811	1	8	Other	41	3	16	515
8126931	2	1	Other	42	3	11	85
8126931	2	2	Other	42	3	7	25
8126931	2	3	Other	42	3	3	95
8126931	2	4	Home	12	3	15	123
8126931	2	5	Other	42	3	7	5
8126931	2	6	Other	42	3	3	7
8126931	2	7	Home	12	3	11	489
8127002	2	1	Work	22	3	26	549
8127002	2	2	Other	42	3	28	10
8127002	2	3	Home	12	3	7	12
8127002	2	4	Other	42	3	6	6
8127002	2	5	Home	12	3	8	338
8127206	1	1	Other	41	1	0	5
8127206	1	2	Other	41	1	0	35
8127206	1	3	Other	41	1	0	21
8127206	1	4	Other	41	1	2	52
8127206	1	5	Other	41	1	2	223
8127584	2	1	Other	42	3	21	169
8127584	2	2	Other	42	1	1	15
8127584	2	3	Other	42	1	0	438
8127584	2	4	Other	42	1	5	34
8127584	2	5	Other	42	1	0	425
8128715	1	1	Work	21	3	25	216
8128715	1	2	Other	41	3	9	12
8128715	1	3	Work	21	3	9	295
8128715	1	4	Other	41	3	15	18
8128715	1	5	Other	41	1	0	68
8128715	1	6	Home	11	3	4	279
8129212	1	1	Home	11	1	3	5
8129212	1	2	Work	21	5	21	81
8129212	1	3	Work	21	1	3	25
8129212	1	4	Work	21	1	2	59
8129212	1	5	Work	21	1	2	88
8129212	1	6	Work	21	1	1	3
8129212	1	7	Other	41	5	6	1
8129212	1	8	Other	41	1	3	541
8129248	2	1	Other	42	3	20	365
8129248	2	2	Work	22	3	1	3
8129248	2	3	Other	42	3	0	21
8129248	2	4	Other	42	3	0	140
8129248	2	5	Other	42	3	14	79
8129248	2	6	Other	42	3	1	5
8129248	2	7	Other	42	1	0	278
8129288	1	1	Other	41	1	69	0
8129288	1	2	Work	21	5	6	107
8129288	1	3	Other	41	1	9	378
8129288	1	4	Home	11	1	47	35
8129288	1	5	Other	41	1	15	86
8129288	1	6	Home	11	1	15	231
8129610	2	1	Work	22	1	1	580
8129610	2	2	Other	42	1	0	8
8129610	2	3	Other	42	1	0	452
8129618	1	1	Other	41	1	8	18
8129618	1	2	Home	11	1	15	51
8129618	1	3	Other	41	3	2	64
8129618	1	4	Other	41	3	3	2
8129618	1	5	Other	41	3	6	64
8129618	1	6	Other	41	3	15	693
8129618	2	1	Home	12	1	0	8
8129618	2	2	Other	42	1	0	4
8129618	2	3	Work	22	2	12	551
8129618	2	4	Other	42	2	23	4
8129618	2	5	Home	12	1	0	389
8129691	1	1	Other	41	3	13	8
8129691	1	2	Other	41	1	3	24
8129691	1	3	Other	41	1	10	243
8129691	1	4	Other	41	1	6	0
8129691	1	5	Other	41	3	5	1
8129691	1	6	Home	11	3	17	3
8129691	1	7	Home	11	1	3	53
8129691	1	8	Other	41	1	26	1
8129691	1	9	Other	41	3	8	88
8129691	1	10	Other	41	1	0	347
8129691	1	11	Home	11	1	4	1365
8130304	1	1	Work	21	3	3	133
8130304	1	2	Work	21	3	2	137
8130304	1	3	Other	41	3	4	48
8130304	1	4	Other	41	3	6	0
8130304	1	5	Other	41	3	11	511
8130776	1	1	Other	41	3	6	12
8130776	1	2	Home	11	3	7	144
8130776	1	3	Other	41	3	38	113
8130776	1	4	Other	41	3	40	583
8131025	1	1	Other	41	3	4	2
8131025	1	2	Other	41	3	5	105
8131025	1	3	Other	41	3	4	4
8131025	1	4	Home	11	3	3	79
8131025	1	5	Other	41	3	21	387
8131025	1	6	Other	41	3	9	7
8131025	1	7	Home	11	3	18	277
8131025	2	1	Other	42	3	19	337
8131025	2	2	Other	42	3	4	8
8131025	2	3	Home	12	3	4	134
8131025	2	4	Other	42	3	3	0
8131025	2	5	Other	42	3	7	2
8131025	2	6	Home	12	3	6	373
8131461	2	1	Home	12	1	4	35
8131461	2	2	Other	42	1	1	425
8131461	2	3	Other	42	3	6	28
8131461	2	4	Home	12	3	0	629
8132385	2	1	Other	42	3	11	0
8132385	2	2	Other	42	3	3	1
8132385	2	3	Work	22	3	15	360
8132385	2	4	Other	42	3	7	2
8132385	2	5	Work	22	3	6	188
8132385	2	6	Work	22	3	3	5
8132385	2	7	Other	42	3	2	10
8132385	2	8	Other	42	1	0	17
8132385	2	9	Other	42	3	15	129
8132385	2	10	Home	12	3	6	142
8133042	1	1	Other	41	3	6	4
8133042	1	2	Other	41	1	6	2
8133042	1	3	Other	41	3	10	513
8133042	1	4	Other	41	3	8	0
8133042	1	5	Other	41	3	10	1
8133042	1	6	Other	41	1	0	13
8133042	1	7	Home	11	1	0	484
8133986	2	1	Other	42	3	6	0
8133986	2	2	Home	12	3	8	178
8133986	2	3	Other	42	3	14	8
8133986	2	4	Other	42	3	5	38
8133986	2	5	Home	12	3	9	434
8133986	2	6	Work	22	3	13	77
8133986	2	7	Other	42	3	4	0
8133986	2	8	Home	12	3	9	90
8134543	1	1	Other	41	3	8	0
8134543	1	2	Other	41	3	6	371
8134543	1	3	Other	41	3	9	0
8134543	1	4	Other	41	3	12	517
8135478	1	1	Other	41	3	3	39
8135478	1	2	Home	11	3	3	286
8135478	2	1	Other	42	3	9	33
8135478	2	2	Other	42	3	15	8
8135478	2	3	Other	42	3	1	41
8135478	2	4	Home	12	3	10	20
8135478	2	5	Other	42	3	8	7
8135478	2	6	Home	12	3	7	179
8135478	2	7	Other	42	3	4	0
8135478	2	8	Other	42	3	11	109
8135478	2	9	Other	42	3	8	8
8135478	2	10	Home	12	3	4	97
8135478	2	11	Other	42	3	5	325
8135762	1	1	Home	11	3	1	412
8136152	2	1	Work	22	3	2	547
8136152	2	2	Home	12	3	13	406
8136685	2	1	Work	22	3	21	392
8136685	2	2	Other	42	3	3	5
8136685	2	3	Work	22	3	8	560
8136952	1	1	Other	41	3	7	5
8136952	1	2	Work	21	3	16	523
8136952	1	3	Other	41	3	26	9
8136952	1	4	Other	41	3	12	439
8136952	2	1	Other	42	3	6	5
8136952	2	2	Work	22	3	18	2
8136952	2	3	Work	22	3	4	218
8136952	2	4	Work	22	3	4	213
8136952	2	5	Other	42	3	20	95
8136952	2	6	Other	42	3	12	6
8136952	2	7	Other	42	3	8	11
8136952	2	8	Other	42	3	4	410
8137722	2	1	Other	42	3	15	17
8137722	2	2	Home	12	1	0	331
8137761	2	1	Other	42	3	42	1083
8138093	1	1	Other	41	3	6	3
8138093	1	2	Other	41	3	17	992
8138093	2	1	Other	42	3	0	127
8138093	2	2	Other	42	1	1	4
8138093	2	3	Other	42	1	0	36
8138093	2	4	Other	42	1	0	90
8138093	2	5	Other	42	1	0	4
8138093	2	6	Other	42	1	0	23
8138093	2	7	Home	12	1	0	303
8138118	2	1	Other	42	3	15	186
8138118	2	2	Other	42	3	7	2
8138118	2	3	Home	12	3	6	195
8139752	1	1	Other	41	3	10	1
8139752	1	2	Other	41	3	12	2
8139752	1	3	Other	41	3	4	1
8139752	1	4	Home	11	3	2	146
8139752	1	5	Other	41	3	15	23
8139752	1	6	Other	41	3	2	0
8139752	1	7	Other	41	3	12	105
8139752	1	8	Home	11	3	12	2083
8139752	1	9	Other	41	3	15	12
8139752	1	10	Home	11	3	3	14506
8139752	1	11	Home	11	1	0	838
8139752	2	1	Home	12	1	8	1467
8139752	2	2	Other	42	3	11	473
8139752	2	3	Home	12	3	17	719
8139752	2	4	Other	42	3	19	88
8139752	2	5	Home	12	3	18	14455
8139752	2	6	Home	12	1	0	635
8140798	1	1	Other	41	3	11	921
8141647	1	1	Other	41	3	21	994
8141647	2	1	Other	42	3	6	19
8141647	2	2	Other	42	3	4	836
8142136	2	1	Other	42	3	15	1026
8143003	1	1	Home	11	1	19	1532
8143003	1	2	Work	21	3	22	555
8143589	1	1	Other	41	3	15	6
8143589	1	2	Work	21	1	0	976
8144494	2	1	Other	42	2	15	352
8144494	2	2	Other	42	2	7	4
8144494	2	3	Other	42	1	0	4
8144494	2	4	Work	22	2	2	3
8144494	2	5	Work	22	1	2	3
8144494	2	6	Work	22	1	2	6
8144494	2	7	Work	22	1	6	5
8144494	2	8	Work	22	1	0	187
8144494	2	9	Other	42	2	6	0
8144494	2	10	Other	42	2	32	403
8144541	2	1	Other	42	1	4	0
8144541	2	2	Other	42	1	6	5
8144541	2	3	Other	42	1	3	0
8144541	2	4	Other	42	1	4	3
8144541	2	5	Other	42	1	14	657
8144762	1	1	Other	41	3	3	4
8144762	1	2	Other	41	3	15	602
8144762	1	3	Other	41	3	7	5
8144762	1	4	Other	41	3	15	12
8144762	1	5	Other	41	3	6	93
8144762	1	6	Other	41	3	4	6
8144762	1	7	Home	11	3	3	286
8144842	1	1	Other	41	3	5	2
8144842	1	2	Home	11	3	9	316
8166262	1	1	Other	41	3	7	3
8166262	1	2	Other	41	5	28	0
8166262	1	3	Work	21	1	5	842
8166262	1	4	Other	41	1	4	6
8166262	1	5	Other	41	5	33	3
8166262	1	6	Home	11	3	8	90
8166276	1	1	Home	11	1	0	117
8166276	1	2	Work	21	1	0	570
8166276	1	3	Work	21	1	1	54
8166276	1	4	Other	41	1	0	185
8166276	1	5	Other	41	3	15	13
8166276	1	6	Home	11	3	0	178
8166280	1	1	Other	41	3	1	32
8166280	1	2	Other	41	3	2	25
8166280	1	3	Home	11	3	5	248
8166291	2	1	Other	42	3	74	205
8166291	2	2	Other	42	3	7	3
8166291	2	3	Other	42	1	0	5
8166291	2	4	Other	42	1	0	29
8166291	2	5	Other	42	3	4	8
8166291	2	6	Other	42	3	1	5
8166291	2	7	Other	42	3	4	2
8166291	2	8	Work	22	1	0	177
8166291	2	9	Other	42	1	2	5
8166291	2	10	Other	42	1	0	5
8166291	2	11	Other	42	1	0	19
8166291	2	12	Other	42	1	0	9
8166291	2	13	Other	42	1	0	14
8166291	2	14	Other	42	1	4	16
8166291	2	15	Home	12	1	1	398
8166295	1	1	Other	41	3	6	0
8166295	1	2	Work	21	3	22	562
8166295	1	3	Other	41	3	15	35
8166295	1	4	Other	41	3	4	8
8166295	1	5	Other	41	3	8	32
8166295	1	6	Other	41	3	7	6
8166295	1	7	Home	11	3	6	281
8166304	2	1	Other	42	3	7	0
8166304	2	2	Other	42	3	40	0
8166304	2	3	Other	42	3	7	199
8166304	2	4	Other	42	3	7	8
8166304	2	5	Other	42	3	15	269
8166304	2	6	Other	42	3	39	15
8166304	2	7	Home	12	3	8	373
8166330	2	1	Other	42	3	22	337
8166330	2	2	Other	42	1	10	85
8166330	2	3	Other	42	3	3	3
8166330	2	4	Home	12	3	20	182
8166330	2	5	Other	42	3	8	12
8166330	2	6	Other	42	3	2	177
8166330	2	7	Home	12	3	8	116
8166354	3	1	Home	13	1	42	359
8166358	1	1	Other	41	3	3	0
8166358	1	2	Other	41	3	21	0
8166358	1	3	Other	41	1	15	0
8166358	1	4	Work	21	5	29	602
8166358	1	5	Other	41	1	2	0
8166358	1	6	Other	41	5	25	0
8166358	1	7	Other	41	1	5	0
8166358	1	8	Home	11	3	20	271
8166358	2	1	Home	12	3	23	0
8166358	2	2	Other	42	3	18	0
8166358	2	3	Other	42	3	11	61
8166358	2	4	Home	12	3	16	407
8166365	1	1	Other	41	3	4	9
8166365	1	2	Work	21	3	24	1066
8166455	1	1	Work	21	1	0	1
8166455	1	2	Other	41	1	8	49
8166455	1	3	Work	21	1	3	245
8166455	1	4	Other	41	3	15	0
8166455	1	5	Other	41	3	15	41
8166455	1	6	Other	41	3	13	54
8166455	1	7	Other	41	3	13	56
8166455	1	8	Other	41	3	5	0
8166455	1	9	Other	41	3	25	34
8166455	1	10	Other	41	3	16	0
8166455	1	11	Home	11	3	10	118
8166455	2	1	Other	42	3	10	8
8166455	2	2	Other	42	3	13	12
8166455	2	3	Work	22	3	5	243
8166455	2	4	Other	42	3	16	0
8166455	2	5	Home	12	3	9	118
8166468	1	1	Other	41	3	27	12
8166468	1	2	Other	41	3	11	56
8166468	1	3	Other	41	3	14	65
8166468	1	4	Other	41	3	27	3
8166468	1	5	Other	41	1	4	4
8166468	1	6	Home	11	3	11	593
8166527	1	1	Home	11	1	4	86
8166527	1	2	Other	41	1	0	1
8166527	1	3	Other	41	1	0	64
8166527	1	4	Other	41	1	0	0
8166527	1	5	Home	11	3	12	2
8166527	1	6	Home	11	1	0	12
8166527	1	7	Home	11	1	2	15
8166527	1	8	Home	11	1	0	12
8166527	1	9	Home	11	1	0	3
8166527	1	10	Home	11	1	0	15
8166527	1	11	Home	11	1	0	11
8166527	1	12	Home	11	1	0	3
8166527	1	13	Home	11	1	0	15
8166527	1	14	Home	11	1	0	15
8166527	1	15	Home	11	1	0	14
8166527	1	16	Home	11	1	0	15
8166527	1	17	Home	11	1	0	15
8166527	1	18	Home	11	1	1	3
8166527	1	19	Other	41	3	0	277
8166549	1	1	Other	41	3	12	2
8166549	1	2	Other	41	3	1	0
8166549	1	3	Other	41	3	6	29
8166549	1	4	Other	41	3	9	13
8166549	1	5	Home	11	3	12	74
8166549	1	6	Other	41	3	12	18
8166549	1	7	Home	11	3	15	632
8166557	1	1	Other	41	5	17	0
